pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,habitability_score,terraforming_score
Kepler-698 b,3.68,13.1,16.32976218,727.0,5612.0,0.94,0.91,-0.03,263.5,78.8,0.9673322306238185,46.733223062381846,99,142
Kepler-625 c,1.05,1.16,4.1653651,1048.0,5789.0,1.04,0.96,0.1,424.0,84.00000000000001,1.0521541950113378,55.21541950113378,142,177
Kepler-849 b,8.082,298.7587,394.62508,362.7,5950.0,1.26,1.82,0.145,81.35,85.8,4.5738600160039855,407.3860016003986,153,193
Kepler-84 d,1.38,2.48,4.224537,1254.0,6031.0,1.06,1.17,-0.07,527.0,77.2,1.3022474270111324,80.22474270111324,171,214
Kepler-35 b,8.16,40.363,131.458,912.5307146386988,5606.0,0.89,1.03,-0.34,356.2653573193494,66.39999999999999,0.6061821174548251,10.618211745482508,111,190
Kepler-766 b,3.39,11.4,6.10027804,990.0,5992.0,1.1,1.15,0.09,395.0,83.6,0.9919857989401415,49.19857989401415,134,183
Kepler-767 b,6.64,35.7,161.5280101,366.0,5694.0,0.96,0.94,-0.05,83.0,78.0,0.8097147626651184,30.971476266511843,75,105
Kepler-214 b,2.61,7.32,15.660544,758.0,6169.0,1.11,1.35,-0.02,279.0,79.2,1.0745585061875194,57.45585061875194,105,145
Kepler-462 c,4.0,6.0,207.62,453.0,7500.0,1.59,1.57,0.05,126.49999999999999,82.0,0.375,-12.5,54,102
Kepler-978 b,2.99,9.22,49.6221509,546.0,6002.0,1.07,1.09,-0.01,173.0,79.60000000000001,1.031308374626682,53.130837462668204,78,114
Kepler-896 b,2.53,6.94,144.547396,303.0,5262.0,0.84,0.81,-0.1,51.5,76.0,1.0842225312065492,58.42225312065492,72,71
KOI-7913 b,2.34,6.08,24.278553,432.0,4324.0,0.76,0.79,-0.06,115.99999999999999,77.60000000000001,1.110380597560085,61.03805975600849,64,85
Kepler-68 d,13.9,267.0,632.62,912.5307146386988,5847.0,1.06,1.26,0.11,356.2653573193494,84.39999999999999,1.3819160498938978,88.19160498938979,132,249
Kepler-1032 b,1.87,4.16,3.29011795,802.0,4647.0,0.77,0.71,0.16,301.0,86.4,1.1896250965140551,68.96250965140551,115,143
Kepler-81 d,1.21,1.92,20.837846,418.0,4500.0,0.65,0.59,-0.18,109.00000000000001,72.8,1.3113858343009357,81.13858343009358,65,79
Kepler-81 c,2.37,4.3,12.04,502.0,4385.0,0.64,0.59,-0.18,151.0,72.8,0.765546831882355,26.554683188235494,65,88
Kepler-993 b,2.97,9.11,22.08557563,352.0,3843.0,0.57,0.54,0.03,76.0,81.19999999999999,1.032774433447834,53.27744334478339,79,74
Kepler-996 b,1.98,4.58,3.77059058,1272.0,6014.0,1.09,1.14,0.03,536.0,81.19999999999999,1.1682481379451077,66.82481379451077,172,219
Kepler-769 b,2.92,8.85,7.42608998,1037.0,6186.0,1.19,1.28,0.06,418.49999999999994,82.4,1.0379527115781573,53.795271157815726,140,189
Kepler-825 c,1.84,4.04,8.1818246,981.0,5976.0,1.03,1.08,-0.08,390.5,76.8,1.193289224952741,69.3289224952741,135,174
Kepler-616 c,3.41,11.5,90.4113556,413.0,5753.0,0.98,0.97,-0.02,106.5,79.2,0.9889835828725242,48.89835828725242,60,95
Kepler-1033 b,2.51,6.85,7.56052806,914.0,5547.0,0.94,0.92,0.06,357.0,82.4,1.0872843288201777,58.72843288201777,126,166
Kepler-722 c,2.82,8.35,105.144749,401.0,5863.0,1.03,1.05,0.02,100.49999999999999,80.80000000000001,1.0499974850359641,54.999748503596415,60,91
Kepler-818 b,5.11,22.9,10.03538581,786.0,5638.0,0.94,0.92,-0.08,293.0,76.8,0.8769880630052733,37.69880630052733,104,159
Kepler-595 c,1.009,3.3,12.38602,679.0,5138.5,0.93,0.82,0.406,239.5,96.24000000000001,3.2413923842994814,274.13923842994814,144,165
KOI-12 b,13.787,349.613,17.855182,911.0,6635.0,1.5,1.4,0.081,355.5,83.24000000000001,1.8392807345574198,133.92807345574198,141,261
KOI-3680 b,11.097,613.4119,141.241671,347.0,5830.0,1.01,0.96,0.16,73.5,86.4,4.9812808089469085,448.12808089469087,159,218
CoRoT-7 c,2.83,8.4,3.698,912.5307146386988,5256.0,0.9,0.86,0.06,356.2653573193494,82.4,1.0488331730949318,54.88331730949319,125,165
Kepler-395 c,1.32,2.3,34.989262,341.0,4262.0,0.62,0.56,-0.02,70.5,79.2,1.3200183654729107,82.00183654729108,83,69
Kepler-290 d,0.86,0.566,0.76401755,1589.0,5142.0,0.84,0.76,-0.06,694.5,77.60000000000001,0.7652785289345593,26.52785289345593,202,246
Kepler-776 b,1.28,2.18,4.89718784,904.0,5071.0,0.83,0.78,0.05,352.0,82.0,1.33056640625,83.056640625,129,158
Kepler-1695 b,1.119,1.46,4.7329,957.0,5473.19,0.96,0.99,-0.035,378.5,78.60000000000001,1.1659842464347634,66.59842464347633,132,163
Kepler-415 b,1.21,119.9,4.176,694.0,4362.0,0.67,0.64,0.01,247.00000000000003,80.39999999999999,81.89331329827198,8139.331329827198,1714,1734
Kepler-417 b,2.31,11.0,12.331,671.0,5177.0,0.9,0.81,-0.204,235.5,71.84,2.0614306328592042,156.14306328592042,112,143
Kepler-600 b,2.9,8.75,23.67517607,528.0,5279.0,0.84,0.81,-0.09,164.0,76.4,1.0404280618311534,54.042806183115346,75,107
TOI-2236 b,14.37,502.16888,3.5315902,1688.0,6248.0,1.34,1.57,0.119,744.0,84.75999999999999,2.4318470640479353,193.18470640479353,250,392
TOI-2207 b,11.153,203.41018,8.001968,1259.0,6101.0,1.3,1.56,0.181,529.5,87.24000000000001,1.6352692856672386,113.52692856672387,181,290
TOI-733 b,1.992,5.72,4.884765,1055.8,5585.0,0.96,0.95,-0.04,427.9,78.4,1.441509007919227,94.1509007919227,149,190
K2-54 b,2.612,7.33,9.7833,560.0,3798.0,0.62,0.64,-0.02,180.0,79.2,1.0743792931199856,57.43792931199856,80,103
TOI-1201 b,2.415,6.28,2.4919863,703.0,3476.0,0.51,0.51,0.05,251.5,82.0,1.0767760160144713,57.67760160144712,99,123
TOI-3235 b,11.4,211.35589,2.59261842,604.0,3388.8,0.39,0.37,0.264,202.0,90.56,1.6263149430594026,112.63149430594027,100,180
BD-14 3065 b,21.59,3932.0,4.2889731,2001.0,6935.0,1.41,2.35,-0.34,900.5000000000001,66.39999999999999,8.43544939685035,793.544939685035,404,606
Kepler-1226 b,1.45,2.7,17.2923453,809.0,5923.0,1.02,1.02,-0.08,304.5,76.8,1.2841854934601666,78.41854934601666,115,147
Kepler-1305 b,1.88,4.19,13.5630972,733.0,5701.0,0.97,0.96,0.01,266.5,80.39999999999999,1.1854911724762338,68.54911724762339,104,136
TOI-2447 b,9.606,124.90656,69.33684,414.0,5730.0,1.03,1.01,0.18,107.0,87.20000000000002,1.353630349967352,85.36303499673521,70,145
Kepler-1366 b,1.43,2.63,2.16457097,783.0,4070.0,0.62,0.6,-0.02,291.5,79.2,1.2861264609516359,78.61264609516358,112,135
Kepler-1362 b,2.6,7.27,136.205626,248.0,4857.0,0.8,0.74,0.06,24.0,82.4,1.0754437869822484,57.54437869822484,42,63
Kepler-1836 b,2.553,7.05,5.25416994,1093.0,6123.0,1.05,0.99,-0.14,446.5,74.4,1.0816518250227953,58.165182502279535,146,193
K2-366 b,2.359,6.16,15.937039,912.5307146386988,5601.0,0.83,0.94,-0.216,356.2653573193494,71.36,1.106941909449636,60.6941909449636,123,162
K2-367 b,2.413,6.41,20.645099,912.5307146386988,4348.0,0.76,0.62,-0.351,356.2653573193494,65.96,1.1008886283700547,60.08886283700547,121,155
KELT-23 A b,14.83,298.12454,2.255251,1561.0,5899.0,0.94,1.0,-0.105,680.5,75.8,1.3555496344500428,85.55496344500429,210,350
Kepler-777 b,1.47,2.76,5.72812599,569.0,4043.0,0.58,0.56,-0.17,184.5,73.2,1.2772455921143968,77.72455921143968,84,101
Kepler-798 b,2.39,6.3,13.71933369,864.0,6224.0,1.19,1.29,0.03,332.0,81.19999999999999,1.1029218676143624,60.29218676143624,119,161
Kepler-186 c,1.25,2.1,7.267302,464.0,3788.0,0.48,0.47,-0.28,132.0,68.8,1.344,84.4,71,83
HD 216520 c,3.03,9.44,154.43,912.5307146386988,5103.0,0.82,0.76,-0.16,356.2653573193494,73.6,1.0282216340445927,52.82216340445927,122,163
Kepler-1405 b,3.96,14.9,28.2274184,565.0,5925.0,1.05,1.07,0.03,182.5,81.19999999999999,0.9501581471278442,45.01581471278442,79,122
Kepler-1212 b,2.14,5.22,12.94130146,795.0,6051.0,1.1,1.15,0.03,297.5,81.19999999999999,1.139837540396541,63.98375403965411,112,149
Kepler-166 c,2.38,6.26,34.260281,468.0,5413.0,0.81,0.74,-0.08,134.0,76.8,1.105147941529553,60.51479415295531,69,96
Kepler-1216 b,1.39,2.51,4.37034536,1191.0,5743.0,0.99,0.98,0.03,495.5,81.19999999999999,1.2991046012111176,79.91046012111175,164,205
Kepler-1903 b,2.286,5.85,17.0678997,769.0,6347.0,1.05,1.0,-0.34,284.5,66.39999999999999,1.1194466833378112,61.94466833378112,103,143
Kepler-1065 c,1.6,3.19,2.37030743,1256.0,5635.0,0.94,0.93,-0.01,528.0,79.60000000000001,1.2460937499999998,74.60937499999997,171,214
TOI-2583 A b,14.46,79.4571,4.5207265,1456.0,5936.0,1.22,1.48,0.158,628.0,86.32,0.3800109617029091,-11.99890382970909,180,315
Kepler-1055 b,1.23,2.04,2.29503623,1304.0,5723.0,0.98,0.94,-0.02,552.0,79.2,1.3484037279397185,84.84037279397185,179,221
Kepler-1090 c,3.293,10.9,42.42720032,496.0,5330.0,0.87,1.01,0.18,148.0,87.20000000000002,1.0051781429269258,50.51781429269258,73,107
Kepler-1969 b,1.682,3.47,6.64752007,999.0,6046.0,1.11,1.01,0.07,399.5,82.8,1.2265280701729584,72.65280701729584,139,178
Kepler-788 b,2.55,7.04,8.39846269,984.0,6159.0,1.16,1.23,0.05,392.0,82.0,1.0826605151864668,58.26605151864668,134,179
Kepler-813 b,2.14,5.22,19.12947337,817.0,5743.0,0.95,0.93,-0.13,308.5,74.8,1.139837540396541,63.98375403965411,112,149
Kepler-814 b,2.12,5.14,6.1469851,1164.0,6162.0,1.15,1.22,0.01,482.0,80.39999999999999,1.1436454254182982,64.36454254182982,157,204
Kepler-1838 b,1.66,3.4,12.14680004,1097.0,5877.0,1.19,1.96,0.04,448.50000000000006,81.60000000000001,1.2338510669182756,73.38510669182756,151,192
Kepler-406 b,1.43,6.35,2.42629,1302.0,5538.0,1.07,1.07,0.18,551.0,87.20000000000002,3.105286322069539,260.5286322069539,216,258
Kepler-790 b,2.18,5.39,13.73469807,634.0,5208.0,0.84,0.8,-0.05,217.0,78.0,1.1341637909266895,63.41637909266895,90,120
Kepler-1229 b,1.4,2.54,86.828989,212.0,3784.0,0.54,0.51,-0.06,6.0,77.60000000000001,1.295918367346939,79.5918367346939,41,47
Kepler-21 b,1.639,7.5,2.7858212,2015.0,6305.0,1.41,1.9,-0.03,907.4999999999999,78.8,2.791922484319633,229.1922484319633,296,362
Kepler-49 e,1.56,3.05,18.596108,371.0,4252.0,0.55,0.56,0.03,85.5,81.19999999999999,1.2532873109796185,75.32873109796185,86,74
Kepler-1594 b,1.06,1.2,2.71603809,1360.0,5946.0,1.06,1.08,0.03,580.0,81.19999999999999,1.0679957280170878,56.79957280170878,181,224
Kepler-18 b,2.0,6.9,3.504725,1165.0,5345.0,0.97,1.11,0.19,482.5,87.6,1.725,122.50000000000001,171,213
Kepler-1615 b,2.06,4.9,47.3126192,658.0,5865.0,1.04,1.05,0.06,229.0,82.4,1.1546799886888492,65.46799886888492,95,127
Kepler-137 b,1.47,2.76,8.436387,742.0,5187.0,0.85,0.8,0.05,271.0,82.0,1.2772455921143968,77.72455921143968,108,135
Kepler-1011 b,2.87,8.6,5.75322197,920.0,5416.0,0.91,0.88,0.08,360.0,83.2,1.044082118272651,54.4082118272651,126,168
Kepler-1361 b,0.86,0.566,3.57554956,1061.0,5131.0,0.83,0.79,0.0,430.5,80.0,0.7652785289345593,26.52785289345593,137,168
K2-65 b,1.58,3.12,12.6475,912.5307146386988,5213.0,0.87,0.84,-0.34,356.2653573193494,66.39999999999999,1.2497997115846817,74.97997115846817,124,157
K2-66 b,2.49,21.3,5.06963,1372.0,5887.0,1.11,1.67,-0.047,586.0,78.12,3.4354284608312766,293.54284608312764,229,282
K2-376 b,1.736,3.66,5.776475,912.5307146386988,5937.0,0.91,1.15,-0.176,356.2653573193494,72.96000000000001,1.2144556053430737,71.44556053430738,125,162
Kepler-1979 b,29.33,376.98237392722274,18.5084526,683.0,5942.0,1.03,0.94,-0.06,241.5,77.60000000000001,0.43822476718915043,-6.177523281084957,82,298
WASP-28 b,13.664,282.54945,3.40883495,1456.0,6084.0,0.99,1.08,-0.2,628.0,72.0,1.5133478342206945,101.33478342206945,199,330
WASP-55 b,14.908,193.8763,4.46563,1300.0,5900.0,1.11,1.09,-0.2,550.0,72.0,0.8723403370742756,37.234033707427564,167,301
Kepler-1656 c,14.0,126.4,1919.0,912.5307146386988,5569.0,1.03,1.1,0.19,356.2653573193494,87.6,0.6448979591836735,14.489795918367355,118,235
Kepler-302 c,12.45,376.98237392722274,127.282184,392.0,5740.0,1.02,1.22,0.16,96.0,86.4,2.4321051204156245,193.21051204156245,89,182
NGTS-12 b,11.747,66.10864,7.532806,1257.0,5690.0,1.02,1.59,-0.03,528.5,78.8,0.4790758572114128,-2.0924142788587172,155,266
K2-198 b,4.189,16.3,17.0428683,715.8,5212.9,0.8,0.76,0.094,257.9,83.75999999999999,0.9288955528754989,42.88955528754988,98,143
K2-217 b,3.579,12.5,14.074524,912.5307146386988,5967.0,1.1,1.33,0.04,356.2653573193494,81.60000000000001,0.9758579762844651,47.585797628446514,123,172
K2-36 c,3.2,7.9,5.340888,854.0,4916.0,0.79,0.72,-0.047,327.0,78.12,0.7714843749999999,27.14843749999999,111,151
TOI-6255 b,1.079,1.44,0.23818244,1256.45671556,3421.0,0.35,0.37,-0.14,528.22835778,74.4,1.2368573173423716,73.68573173423715,169,198
M62H b,5.736252784918595,785.03617,0.13293503,912.5307146386988,5412.3924897449615,1.4,,0.014262971257932062,356.2653573193494,80.57051885031727,23.85794889267449,2335.794889267449,580,641
GJ 328 b,13.3,797.7493,3771.0,912.5307146386988,3897.0,0.65,0.63,-0.06,356.2653573193494,77.60000000000001,4.509860930521793,400.9860930521793,193,296
HD 23472 e,0.818,0.72,7.90754,723.0,4684.0,0.67,0.71,-0.2,261.5,72.0,1.076033739635703,57.60337396357029,98,119
HD 207496 b,2.25,6.1,6.441008,743.0,4819.0,0.8,0.77,0.095,271.5,83.80000000000001,1.2049382716049382,70.49382716049382,107,137
GJ 649 b,10.8,81.99973,600.1,912.5307146386988,3734.0,0.51,0.5,-0.15,356.2653573193494,74.0,0.7030155178326474,20.30155178326474,115,202
KOI-984 c,14.1,209.8,21.512,597.0,5295.0,0.93,0.82,0.12,198.5,84.80000000000001,1.055278909511594,55.5278909511594,86,194
Kepler-274 c,1.84,4.04,33.197861,678.0,6023.0,0.88,1.01,-0.211,239.0,71.56,1.193289224952741,69.3289224952741,95,128
Kepler-830 b,1.7,3.53,11.29695137,907.0,6037.0,1.07,1.11,-0.02,353.5,79.2,1.221453287197232,72.1453287197232,127,163
Kepler-43 b,13.664,1026.5909,3.0240949,1620.0,6041.0,1.32,1.42,0.33,710.0,93.2,5.498468020892179,499.8468020892179,305,439
Kepler-824 b,1.87,4.16,4.51436633,1231.0,6035.0,1.15,1.22,0.14,515.5,85.60000000000001,1.1896250965140551,68.96250965140551,168,214
TOI-2088 b,3.683,37.0,124.72997,300.333929048,5081.0,0.9,0.85,0.339,50.166964524000015,93.56,2.727710568381898,222.7710568381898,110,115
Kepler-1131 b,1.59,3.15,3.53232449,1159.0,5851.0,1.03,1.04,0.05,479.5,82.0,1.2459950160199358,74.59950160199358,159,201
Kepler-850 b,1.78,3.82,7.19303878,995.0,5932.0,1.06,1.09,0.03,397.5,81.19999999999999,1.205655851533897,70.5655851533897,138,177
Kepler-1134 b,2.64,7.46,17.13263989,611.0,5281.0,0.84,0.81,-0.1,205.50000000000003,76.0,1.0703627180899906,57.03627180899906,86,118
Kepler-838 b,2.73,7.9,15.74957994,777.0,5770.0,0.98,0.96,-0.06,288.5,77.60000000000001,1.0599900709790822,55.99900709790822,107,146
Kepler-816 b,10.24,74.5,10.50682565,668.0,5286.0,0.9,0.85,0.16,234.0,86.4,0.7104873657226562,21.048736572265625,89,172
TOI-2084 b,2.47,6.66,6.0784247,527.0,3551.0,0.45,0.48,-0.13,163.5,74.8,1.0916422167221227,59.16422167221227,75,95
TOI-4527.01,0.909,0.689,0.3994445,1362.926593,3702.0,0.48,0.49,0.014262971257932062,581.4632965,80.57051885031727,0.8338567630140351,33.385676301403514,176,207
Kepler-827 b,5.63,27.0,51.92927591,574.0,5602.0,0.93,0.91,-0.06,187.0,77.60000000000001,0.8518183166177135,35.18183166177135,77,130
Kepler-819 b,2.76,8.05,33.1995648,485.0,5279.0,0.86,0.81,-0.06,142.5,77.60000000000001,1.0567632850241548,55.67632850241549,70,100
K2-129 b,1.04,1.12,8.239493,912.5307146386988,3459.09,0.36,0.36,0.014262971257932062,356.2653573193494,80.57051885031727,1.0355029585798816,53.55029585798816,124,144
Kepler-443 b,2.33,6.04,177.6693,233.0,4723.0,0.74,0.71,-0.01,16.5,79.60000000000001,1.1125642395328703,61.25642395328703,40,58
Kepler-305 c,3.3,6.0,8.291,728.0,5080.0,0.76,0.8,0.09,264.0,83.6,0.5509641873278237,5.096418732782371,92,130
Kepler-829 b,2.11,5.1,6.88337562,857.0,5698.0,0.98,0.97,0.03,328.5,81.19999999999999,1.1455268300352643,64.55268300352644,119,156
Kepler-832 b,2.06,4.9,7.1396941,965.0,5596.0,0.92,0.9,-0.08,382.5,76.8,1.1546799886888492,65.46799886888492,132,170
Kepler-47 c,4.65,3.17,303.227,912.5307146386988,5636.0,0.96,0.94,-0.25,356.2653573193494,70.0,0.14660654410914556,-35.33934558908545,103,158
Kepler-1091 b,1.46,2.73,1.43474156,1664.0,5851.0,1.01,1.03,0.0,732.0,80.0,1.2807280915744044,78.07280915744043,223,276
Kepler-821 b,1.31,2.27,1.92279873,1215.0,5191.0,0.84,0.8,-0.03,507.5,78.8,1.3227667385350503,82.27667385350503,167,205
Kepler-83 c,2.36,11.4,20.09,362.0,4082.0,0.66,0.61,-0.2,81.0,72.0,2.046825624820454,154.68256248204543,98,91
Kepler-187 b,1.41,2.57,4.938864,1244.0,6105.0,1.08,1.29,-0.04,522.0,78.4,1.2926915145113427,79.26915145113426,170,214
Kepler-823 b,1.57,3.09,4.16809082,1277.0,5643.0,0.98,0.96,0.06,538.5,82.4,1.253600551746521,75.3600551746521,174,218
Kepler-1094 b,3.18,10.2,78.1000231,480.0,6112.0,1.14,1.21,0.06,140.0,82.4,1.0086626320161385,50.86626320161385,70,106
Kepler-1138 b,1.7,3.53,3.17060005,1080.0,5582.0,0.95,0.92,0.04,440.00000000000006,81.60000000000001,1.221453287197232,72.1453287197232,149,188
Kepler-1152 b,0.87,0.59,1.64680191,806.0,3964.0,0.55,0.53,-0.25,303.0,70.0,0.7794953098163562,27.94953098163562,102,121
Kepler-1176 b,2.45,6.57,24.1738579,595.0,5844.0,1.01,1.02,-0.01,197.5,79.60000000000001,1.0945439400249894,59.454394002498944,85,118
Kepler-771 b,1.82,3.97,8.73485836,890.0,5906.0,1.03,1.05,0.01,345.0,80.39999999999999,1.1985267479772974,69.85267479772975,124,161
Kepler-941 b,3.08,9.69,17.42395198,722.0,5539.0,0.89,0.86,-0.15,261.0,74.0,1.0214623039298363,52.146230392983625,98,137
Kepler-951 b,5.59,26.7,71.52530845,340.0,4834.0,0.77,0.73,-0.01,70.0,79.60000000000001,0.8544519506786014,35.44519506786013,73,91
Kepler-1153 b,1.73,3.64,1.75583533,1343.0,5470.0,0.91,0.88,0.03,571.5,81.19999999999999,1.216211701025761,71.62117010257609,182,227
Kepler-1178 b,1.07,1.24,31.80634,378.0,4990.0,0.8,0.75,-0.05,89.0,78.0,1.0830640230587825,58.306402305878244,57,72
Kepler-1247 b,2.33,6.04,13.71220213,676.0,5303.0,0.86,0.82,-0.05,238.0,78.0,1.1125642395328703,61.25642395328703,95,127
Kepler-267 b,1.98,37.9,3.353728,615.0,4258.0,0.54,0.56,-0.18,207.50000000000003,72.8,9.667380879502092,916.7380879502092,257,280
Kepler-1149 b,1.44,2.67,3.73089898,1128.0,5833.0,1.02,1.01,0.02,463.99999999999994,80.80000000000001,1.2876157407407407,78.76157407407408,156,196
Kepler-1154 b,2.34,6.08,5.1856142,1314.0,6327.0,1.26,1.43,0.04,557.0,81.60000000000001,1.110380597560085,61.03805975600849,176,229
Kepler-450 d,0.837,17.6,7.51464,1199.0,6197.21,1.19,1.64,0.128,499.5,85.12,25.122436191153195,2462.2436191153197,643,682
Kepler-1151 b,2.22,5.56,65.6478424,485.0,5470.0,0.88,0.85,-0.11,142.5,75.6,1.128155182209236,62.81551822092359,71,98
K2-228 b,1.21,1.92,2.69828,914.0,4715.0,0.71,0.65,-0.25,357.0,70.0,1.3113858343009357,81.13858343009358,126,154
K2-386 b,2.32,5.99,7.473223,912.5307146386988,5749.0,0.91,0.97,0.074,356.2653573193494,82.96,1.1128864447086804,61.288644470868036,126,166
TOI-5398 c,3.52,11.8,4.77271,1242.0,6000.0,1.15,1.05,0.09,521.0,83.6,0.9523502066115703,45.23502066115703,164,221
TOI-1416 b,1.62,3.48,1.0697568,1517.0,4884.0,0.8,0.79,0.08,658.5,83.2,1.3260173754000912,82.60173754000913,206,252
TOI-5803 b,3.273,10.7,5.38305,678.87,5134.0,0.87,0.76,0.014262971257932062,239.43500000000003,80.57051885031727,0.9988304349047734,49.88304349047734,94,131
TOI-1670 b,2.06,41.31769,10.98462,1062.0,6170.0,1.21,1.32,0.09,430.99999999999994,83.6,9.736471392214158,923.6471392214158,318,361
TOI-6651 b,5.09,61.0,5.056973,1493.0,5818.9,1.32,1.72,0.225,646.5,89.0,2.3544760132931404,185.44760132931404,225,298
HIP 113103 b,1.829,4.0,7.610303,721.0,4930.0,0.76,0.74,-0.1,260.5,76.0,1.1957284990827268,69.57284990827269,102,130
EPIC 201754305 d,1.03,1.08,2.71578,912.5307146386988,4761.0,0.67,0.54,-0.33,356.2653573193494,66.8,1.0180035818644548,51.800358186445486,119,146
Kepler-1154 c,2.36,6.17,8.45808312,1117.0,6327.0,1.26,1.43,0.04,458.5,81.60000000000001,1.1077994829072106,60.779948290721066,151,199
Kepler-846 b,2.48,6.71,19.80792185,624.0,5579.0,0.94,0.91,0.0,212.0,80.0,1.0909859521331946,59.09859521331946,89,122
GJ 273 c,1.06,1.18,4.7234,912.5307146386988,3382.0,0.29,0.29,0.09,356.2653573193494,83.6,1.050195799216803,55.0195799216803,125,144
Kepler-871 b,3.74,13.5,22.0459018,640.0,5993.0,1.11,1.14,0.09,220.00000000000003,83.6,0.9651405530612827,46.51405530612826,89,133
Kepler-967 c,3.65,12.9,198.7112502,258.0,5178.0,0.84,0.8,-0.03,28.999999999999996,78.8,0.9682867329705386,46.82867329705386,40,70
Kepler-321 b,1.77,3.78,4.915379,1042.0,5740.0,1.02,1.19,0.121,421.0,84.84,1.2065498419994254,70.65498419994253,145,184
WASP-74 b,15.244,228.8376,2.13775,1926.0,5990.0,0.98,1.42,0.39,863.0000000000001,95.60000000000001,0.9847579693936561,48.47579693936561,254,406
WASP-66 b,15.693,746.9005,4.08605,1569.69622893,6600.0,1.33,1.76,-0.31,684.848114465,67.6,3.03284908767035,253.28490876703503,242,392
TOI-1298 b,9.658,99.0,4.537143,1278.00384609,5752.0,1.22,1.45,0.397,539.001923045,95.88000000000001,1.0613552988281223,56.13552988281223,175,272
TOI-1439 b,4.243,38.5,27.644,748.398429157,5841.0,1.23,1.62,0.226,274.1992145785,89.03999999999999,2.138526646236423,163.8526646236423,128,176
TOI-1898 b,9.396,129.0,45.52234,674.540685381,6241.0,1.25,1.61,-0.095,237.27034269049997,76.2,1.4611799156946759,96.11799156946759,101,185
TOI-4406 b,11.209,95.34852,30.08364,904.0,6219.0,1.19,1.29,0.1,352.0,84.00000000000001,0.758892425197654,25.8892425197654,118,219
TOI-5344 b,10.604,130.9453,3.792622,689.0,3747.0,0.61,0.59,0.425,244.49999999999997,97.0,1.1645294523848926,66.45294523848926,104,182
TOI-1694 c,13.8,297.0,393.1,912.5307146386988,5058.0,0.85,0.8,0.131,356.2653573193494,85.24000000000001,1.5595463137996217,105.95463137996217,136,248
Kepler-875 b,2.9,8.75,27.5073799,569.0,5958.0,1.06,1.11,0.03,184.5,81.19999999999999,1.0404280618311534,54.042806183115346,81,117
K2-80 d,2.552,7.04,28.867253,912.5307146386988,5377.0,0.91,0.84,0.07,356.2653573193494,82.8,1.0809642200843153,58.096422008431524,126,165
K2-389 c,2.04,4.82,20.851337,912.5307146386988,5782.0,0.8,1.08,-0.034,356.2653573193494,78.64,1.1582083813917725,65.82083813917725,126,164
TOI-1467 b,1.92,9.0,5.97114713,506.067286928,3776.0,0.45,0.46,-0.062,153.033643464,77.52,2.44140625,194.140625,100,117
TOI-1450 A c,1.13,1.527,5.0688,533.0,3437.0,0.48,0.48,-0.12,166.5,75.2,1.1958649855117867,69.58649855117866,78,89
Kepler-995 b,2.7,7.75,28.26731672,517.0,5206.0,0.83,0.8,-0.07,158.5,77.2,1.063100137174211,56.3100137174211,74,104
Kepler-1442 b,3.93,14.7,81.4162941,522.0,6394.0,1.34,1.44,0.26,161.0,90.39999999999999,0.9517704873453372,45.17704873453372,76,120
Kepler-465 b,2.95,9.01,9.94067247,996.0,6310.0,1.23,1.29,0.09,398.0,83.6,1.0353346739442688,53.53346739442688,135,184
Kepler-1157 b,1.09,1.32,4.45743164,732.0,4679.0,0.76,0.71,0.05,266.0,82.0,1.1110175911118592,61.10175911118591,103,125
