pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,Habitability Score,Terraformability Score
MOA-2013-BLG-605L b,1.62,3.24,,912.5307146386988,5412.3924897449615,0.02,,0.014262971257932,0.0,-3.3709117781417086e-16,1.2345679012345678,-0.15689751120847525,49.03,17.93
PSR J2322-2650 b,13.9,252.64307,0.322964,912.5307146386988,5412.3924897449615,1.4,,0.014262971257932,0.0,-3.3709117781417086e-16,1.3076086641478184,-0.15268551972704159,79.01,45.9
TAP 26 b,13.5,527.5978,10.79,912.5307146386988,4620.0,1.04,1.17,-0.199,0.0,-1.184035004689904,2.894912482853224,-0.06115156120616961,67.01,52.85
HD 27894 b,14.1,196.73578,18.01939,912.5307146386988,4875.0,0.81,0.89,0.3,0.0,1.5864106280199364,0.989566822594437,-0.17102582004610223,93.96,48.99
HD 135872 b,12.8,1744.56013,2422.32597,912.5307146386988,4992.0,1.65,3.93,0.09,0.0,0.42049162427431214,10.64795001220703,0.38593752612522353,82.72,77.0
HD 217958 b,14.2,166.54209,2560.19774,912.5307146386988,5930.64,1.08,1.33,0.287,0.0,1.514234689692826,0.825937760365007,-0.1804617047320809,94.14,63.62
HD 168443 c,12.2,5500.33841,1753.1096,912.5307146386988,5491.0,0.98,1.71,0.04,0.0,0.142891861477735,36.95470579145392,1.902951133690416,80.17,104.88
HD 150706 b,13.3,772.32303,5894.0,912.5307146386988,5961.0,1.17,0.96,-0.01,0.0,-0.1347079013188422,4.366120357284188,0.02368757227715831,76.42,70.07
HD 204313 c,4.31,17.16273,34.95875,912.5307146386988,5776.0,1.03,1.13,0.18,0.0,0.9201711973081512,0.9239145999429376,-0.17481174165365349,82.49,39.2
HD 204313 e,12.2,4868.17771,7325.64666,912.5307146386988,5767.0,1.03,1.13,0.18,0.0,0.9201711973081512,32.707455724267675,1.658027882768817,87.57,102.83
OGLE-2012-BLG-0026L c,13.9,270.0,,912.5307146386988,5412.3924897449615,1.06,,0.014262971257932,0.0,-3.3709117781417086e-16,1.3974431965219192,-0.1475050934827581,78.61,53.41
OGLE-2014-BLG-1760L b,14.2,180.0,,912.5307146386988,5412.3924897449615,0.51,,0.014262971257932,0.0,-3.3709117781417086e-16,0.8926800238048007,-0.1766129244914652,78.76,46.19
OGLE-2015-BLG-0051L b,14.0,230.0,,912.5307146386988,5412.3924897449615,0.1,,0.014262971257932,0.0,-3.3709117781417086e-16,1.173469387755102,-0.1604208371985038,78.87,43.7
HD 4308 b,4.12,15.8915,15.56,912.5307146386988,5686.0,0.93,1.02,-0.35,0.0,-2.022386288335567,0.9362039306249412,-0.17410306126642097,53.73,39.46
HD 63765 b,14.2,168.4499,358.0,912.5307146386988,5449.0,0.65,0.83,-0.16,0.0,-0.9675071897085737,0.8353992263439795,-0.1799160968753744,68.98,65.65
HD 163607 b,13.9,249.05159,75.2203,912.5307146386988,5522.0,1.12,1.76,0.21,0.0,1.0867310549860976,1.2890201852906165,-0.1537574487633296,88.94,54.66
KMT-2017-BLG-1194L b,1.7,3.54,,912.5307146386988,5412.3924897449615,0.41,,0.014262971257932,0.0,-3.3709117781417086e-16,1.2249134948096887,-0.15745424522928753,49.85,18.49
KMT-2019-BLG-1367L b,1.85,4.08,,912.5307146386988,5412.3924897449615,0.25,,0.014262971257932,0.0,-3.3709117781417086e-16,1.1921110299488678,-0.1593458424286199,51.8,20.21
KMT-2019-BLG-1806L b,2.0,4.67,,912.5307146386988,5412.3924897449615,0.74,,0.014262971257932,0.0,-3.3709117781417086e-16,1.1675,-0.16076506978002444,53.71,20.16
SR 12 AB c,12.3,4131.62,,912.5307146386988,3828.93,,1.1,0.014262971257932,0.0,-3.3709117781417086e-16,27.30927358054068,1.346734622707856,79.5,95.27
KMT-2018-BLG-1292L b,12.9,1400.0,,912.5307146386988,5412.3924897449615,1.09,,0.014262971257932,0.0,-3.3709117781417086e-16,8.412955952166337,0.2570536595488725,79.04,74.5
HD 148164 c,12.8,1640.0028,5062.0,912.5307146386988,6032.0,1.21,1.34,0.24,0.0,1.253290912664044,10.009782714843748,0.34913677113562763,90.85,75.96
HIP 57274 d,14.2,167.4,431.7,912.5307146386988,4640.0,0.73,0.68,0.09,0.0,0.42049162427431214,0.8301924221384647,-0.18021635407538708,83.04,45.37
HATS-24 b,15.637,718.2958,1.3484978,2166.0,6125.0,1.07,1.12,-0.229,3.1413379247794446,-1.3505948623678503,2.9376256710870865,-0.05868844913271582,66.21,42.43
NN Ser c,12.6,2329.6,5573.55,912.5307146386988,57000.0,0.54,,0.014262971257932,0.0,-3.3709117781417086e-16,14.673721340388008,0.6180889148044085,78.95,80.23
WASP-182 b,9.528,47.03884,3.3769848,1479.0,5638.0,1.08,1.34,0.27,1.4196370586098952,1.41985077034199,0.5181471412024553,-0.1982108548541517,92.87,40.11
HD 34445 g,13.6,120.6,5700.0,912.5307146386988,5836.0,1.07,1.38,0.14,0.0,0.6980913870708896,0.6520328719723184,-0.19049015842388642,85.94,60.66
HD 179949 b,13.9,291.12,3.092514,912.5307146386988,6168.0,1.21,1.27,0.137,0.0,0.6814354013030948,1.5067543087831892,-0.1412015246903929,85.09,49.03
GJ 2030 c,12.3,4069.15709,25533.11353,912.5307146386988,5485.0,0.96,2.24,-0.4,0.0,-2.2999860511321444,26.89640485160949,1.3229260054392507,54.65,96.74
GJ 676 A d,1.78,3.81394,3.60076,912.5307146386988,4006.03,0.63,0.65,0.23,0.0,1.1977709601047284,1.203743214240626,-0.15867505725068382,62.98,18.39
HD 4917 b,13.5,513.29545,400.5,912.5307146386988,4802.0,1.32,5.01,0.18,0.0,0.9201711973081512,2.816435939643347,-0.06567701409451011,87.86,66.35
HD 12661 c,13.4,575.884,1708.0,912.5307146386988,5748.0,1.02,1.11,0.36,0.0,1.9195303433758288,3.2071953664513253,-0.04314335875797023,97.74,66.15
HD 28678 b,13.5,490.09386,380.2,912.5307146386988,4972.0,1.53,6.48,-0.11,0.0,-0.6899074269119966,2.689129547325103,-0.07301830433559578,72.12,67.43
TOI-969 c,12.4,3591.461,1700.0,96.4,4435.0,0.73,0.67,0.175,-2.045317260991297,0.8924112210284935,23.35757674297606,1.118854836775184,82.36,92.38
LTT 1445 A c,1.147,1.54,3.1239035,508.0,3340.0,0.26,0.27,-0.34,-1.013800410168318,-1.966866335776252,1.1705605540855983,-0.16058857891077766,21.01,14.01
KMT-2016-BLG-1836L b,13.3,700.0,,912.5307146386988,5412.3924897449615,0.49,,0.014262971257932,0.0,-3.3709117781417086e-16,3.9572615749901066,0.00011019384564683577,79.12,69.0
OGLE-2014-BLG-1722L b,8.59,55.3,,912.5307146386988,5412.3924897449615,0.4,,0.014262971257932,0.0,-3.3709117781417086e-16,0.7494433384244885,-0.1848728559952916,78.36,49.01
51 Peg b,14.3,146.2018,4.230785,912.5307146386988,5758.0,1.03,1.18,0.18,0.0,0.9201711973081512,0.7149581886644824,-0.18686148742836717,87.71,45.7
TOI-1776 b,1.216,1.4,2.799868,1269.20956488,5785.0,0.92,0.94,-0.193,0.8938781446940427,-1.1507230331543148,0.9468057479224375,-0.17349169355387656,33.5,13.35
TOI-1246 d,3.431,5.4,18.654874,587.769591129,5213.0,0.89,0.86,0.168,-0.8138886574160763,0.8535472542369728,0.4587249095526149,-0.20163751585184922,74.36,23.72
TOI-2545 b,2.75,8.0,7.994037,1022.98657776,5846.29,1.06,1.25,-0.273,0.2768150730850794,-1.5948826536288385,1.0578512396694215,-0.16708810949157127,46.77,27.13
GJ 180 d,2.66,7.56,106.3,912.5307146386988,3811.5,0.43,0.41,0.014262971257932,0.0,-3.3709117781417086e-16,1.0684606252473288,-0.16647630534420133,61.8,33.53
HD 67087 b,13.1,973.0,352.2,912.5307146386988,6330.0,1.36,1.55,0.25,0.0,1.3088108652233592,5.669832760328653,0.0988678595146365,91.67,71.34
HD 47536 b,12.6,2330.0,712.13,912.5307146386988,4380.0,2.1,23.47,-0.65,0.0,-3.6879848651150304,14.676240866717055,0.6182342065978117,42.79,80.58
HD 80606 b,11.994,1392.0954,111.4367,405.0,5561.0,1.15,1.04,0.35,-1.2719302343538545,1.8640103908165133,9.677003751166897,0.32994663532239743,92.67,62.91
HD 216435 b,13.7,400.4,1311.0,912.5307146386988,5999.0,1.3,1.8,0.244,0.0,1.27549889368777,2.1333049176834145,-0.10507066129142804,90.99,65.4
HD 108341 b,13.3,715.11392,1129.0,912.5307146386988,5122.0,0.84,0.79,0.04,0.0,0.142891861477735,4.042704053366498,0.005037346530256274,79.87,69.59
TOI-132 b,3.42,22.4,2.1097019,1395.0,5397.0,0.97,0.9,0.16,1.2091234155847974,0.8091312921895204,1.915119181970521,-0.11765262817592688,78.02,40.14
Wolf 1061 d,2.69,7.7,217.21,912.5307146386988,3342.0,0.29,0.31,-0.09,0.0,-0.5788675217933658,1.0641091195533507,-0.16672724063270883,54.45,27.15
eps CrB b,12.7,2129.461,417.9,912.5307146386988,4406.0,1.7,21.0,-0.094,0.0,-0.6010755028170919,13.20268460536921,0.5332596502999554,73.7,78.73
tau Cet f,1.81,3.93,636.13,912.5307146386988,5310.0,0.78,0.83,-0.52,0.0,-2.9662254818439298,1.199597081896157,-0.1589141494153774,21.88,39.22850000000001
tau Cet g,1.18,1.75,20.0,912.5307146386988,5310.0,0.78,0.83,-0.52,0.0,-2.9662254818439298,1.2568227520827349,-0.15561415601810863,14.06,16.77
ups And b,14.0,218.531,4.617033,912.5307146386988,6156.77,1.3,1.56,0.101,0.0,0.4815635720895592,1.114954081632653,-0.1637951991450509,83.66,53.97
UKIRT-2017-BLG-001L b,13.7,407.0,,912.5307146386988,5412.3924897449615,0.81,,0.014262971257932,0.0,-3.3709117781417086e-16,2.168469284458416,-0.10304286191750549,78.69,62.38
HIP 14810 d,14.1,187.5197,981.8,912.5307146386988,5544.0,1.01,1.07,0.24,0.0,1.253290912664044,0.9432106030883758,-0.17369901230044515,90.82,62.23
HD 10180 e,5.39,25.1,49.748,912.5307146386988,5911.0,1.06,1.11,0.08,0.0,0.3649716717149967,0.863965083419099,-0.17826880922583058,80.09,51.86
V0391 Peg b,13.1,1017.056,1170.0,912.5307146386988,29300.0,0.5,0.23,0.014262971257932,0.0,-3.3709117781417086e-16,5.926554396596936,0.1136720496946594,79.32,70.9
HD 191806 b,12.5,2966.61035,1603.38923,912.5307146386988,6010.0,1.07,1.4,0.3,0.0,1.5864106280199364,18.98630624,0.8667797846095204,94.5,86.91
TYC 8998-760-1 c,12.33,1906.98,,1240.0,4573.0,1.0,0.95,0.014262971257932,0.8206756219075336,-3.3709117781417086e-16,12.543536130301542,0.4952489881539092,79.56,56.77
MOA-2010-BLG-328L b,2.99,9.2,,912.5307146386988,5412.3924897449615,0.11,,0.014262971257932,0.0,-3.3709117781417086e-16,1.0290712631849754,-0.16874774461795022,65.13,29.59
GJ 536 b,2.17,5.36,8.7076,912.5307146386988,3685.0,0.52,0.5,-0.08,0.0,-0.5233475692340503,1.1382700843084372,-0.16245065124146277,50.61,22.06
HD 102956 b,13.8,305.1168,6.4947,912.5307146386988,4985.0,1.66,4.55,0.19,0.0,0.9756911498674666,1.602167611846251,-0.1356993913105106,87.96,66.02
TYC 3667-1280-1 b,12.8,1716.282,26.468,1350.0,5130.0,1.87,6.26,-0.08,1.096348249678495,-0.5233475692340503,10.475354003906247,0.3759845507222178,74.31,55.32
GJ 3293 b,5.19,23.54,30.5987,912.5307146386988,3466.0,0.42,0.4,0.02,0.0,0.031851956359104115,0.8739201294916487,-0.17769473842505515,77.44,45.78
ups And c,12.3,4443.24113,241.258,912.5307146386988,6156.77,1.3,1.56,0.101,0.0,0.4815635720895592,29.36903384228964,1.465513402258478,83.42,97.92
OGLE-2018-BLG-0567L b,12.3,101.70509,,912.5307146386988,5412.3924897449615,0.25,,0.014262971257932,0.0,-3.3709117781417086e-16,0.6722525613061008,-0.18932416349401038,79.04,41.84
HD 96127 b,12.1,6661.7168,647.29999,912.5307146386988,3943.0,10.94,51.1,-0.24,0.0,-1.4116668101830974,45.50042210231542,2.395751083587539,65.93,118.45
HD 34445 e,4.26,16.8,49.175,912.5307146386988,5836.0,1.07,1.38,0.14,0.0,0.6980913870708896,0.9257422469086825,-0.17470634799203566,80.3,38.09
HD 240237 b,12.2,5050.3187,745.70001,912.5307146386988,3926.0,8.76,71.23,-0.25,0.0,-1.4671867627424129,33.93119255576458,1.7285962736809355,63.78,104.22
HIP 65891 b,12.8,1871.37366,1079.55726,912.5307146386988,5000.0,2.49,8.93,0.16,0.0,0.8091312921895204,11.421958374023436,0.43057173442889546,86.43,78.06
HD 5319 c,13.8,334.67499,872.2,912.5307146386988,4871.0,1.27,4.06,0.15,0.0,0.7536113396302049,1.757377599243856,-0.12674900362728525,85.92,60.64
HD 11505 b,12.6,2510.52659,32669.22247,912.5307146386988,5757.15,1.03,1.2,-0.22,0.0,-1.3006269050644663,15.813344608213656,0.6838067866429904,65.6,83.41
HD 103891 b,13.2,918.5241,1919.0,912.5307146386988,6072.0,1.28,2.22,-0.19,0.0,-1.13406704738652,5.271602961432508,0.075903415364515,66.99,71.04
HD 13931 b,13.2,889.91954,4218.0,912.5307146386988,5867.0,1.3,1.25,0.05,0.0,0.19841181403705044,5.107435376492195,0.0664364760594397,80.88,60.57
HD 62549 b,12.6,2707.5802,14306.88519,912.5307146386988,5930.46,1.08,1.23,0.014262971257932,0.0,-3.3709117781417086e-16,17.0545490047871,0.755382467626697,78.48,84.19
HD 214823 b,12.1,5914.78665,1854.84424,912.5307146386988,6215.0,1.11,2.04,0.17,0.0,0.8646512447488358,40.39878867563691,2.101558694604852,86.77,111.71
HD 68402 b,12.6,2510.84442,1103.0,912.5307146386988,5950.0,1.12,1.02,0.29,0.0,1.5308906754606209,15.815346560846562,0.6839222318697339,93.78,83.16
HD 69123 b,13.1,982.08978,1193.3,912.5307146386988,4842.0,1.68,7.72,0.05,0.0,0.19841181403705044,5.722800419555971,0.1019223091200153,80.51,71.67
CoRoT-17 b,11.43,772.29,3.7681,1626.0,5740.0,1.04,1.59,0.0,1.788035933903816,-0.07918794875952677,5.911367378290311,0.11279627034646374,78.73,45.94
GJ 9689 b,3.07,9.65,18.27,453.04,3836.0,0.59,0.57,0.05,-1.1515364794618819,0.19841181403705044,1.0238835425309554,-0.16904690133991304,64.1,32.3
HIP 14810 b,13.0,1239.537,6.673892,912.5307146386988,5544.0,1.01,1.07,0.24,0.0,1.253290912664044,7.334538461538462,0.1948652992034514,90.6,73.12
HIP 35965 b,12.6,2589.98369,26125.56497,912.5307146386988,4836.0,0.78,0.7,0.014262971257932,0.0,-3.3709117781417086e-16,16.313830246913582,0.712667948037042,78.76,83.33
HD 126614 b,12.7,107.74383,1257.25303,912.5307146386988,5568.0,0.96,1.37,0.56,0.0,3.029929394562138,0.668013082026164,-0.18956863863228374,106.77,58.4
HD 194490 b,12.4,3561.90296,13092.18348,912.5307146386988,5861.32,1.06,1.15,0.08,0.0,0.3649716717149967,23.165341831425597,1.107769358234299,81.49,92.1
HD 154345 b,13.7,378.2158,3341.55884,912.5307146386988,5468.0,0.71,0.85,-0.11,0.0,-0.6899074269119966,2.0151089562576594,-0.11188658657490876,72.0,67.35
HD 7449 b,12.6,2597.9294,1270.55195,912.5307146386988,6024.0,1.2,0.97,-0.105,0.0,-0.6621474506323389,16.363878810783575,0.7155540641764473,72.13,83.08
HD 80869 b,12.8,1609.80088,1752.92067,203.2,5837.0,1.06,1.06,0.17,-1.7776642005736725,0.8646512447488358,9.825444824218748,0.33850668467363226,78.78,76.78
HIP 55507 b,12.6,2585.53409,5138.43727,912.5307146386988,4171.0,0.65,0.72,0.014262971257932,0.0,-3.3709117781417086e-16,16.28580303602923,0.7110517221272245,78.76,83.33
GJ 849 c,13.8,314.65012,5990.0,912.5307146386988,3467.0,0.45,0.45,0.09,0.0,0.42049162427431214,1.6522270531400964,-0.13281264791017908,83.03,64.24
HD 219077 b,12.5,3057.50928,5478.68861,912.5307146386988,5362.0,0.92,1.91,-0.13,0.0,-0.8009473320306274,19.568059392,0.9003273438461541,71.21,85.39
HD 26161 b,11.9,9045.39646,10942.29013,912.5307146386988,6057.62,1.12,1.46,-0.009,0.0,-0.12915590606291064,63.87540752771696,3.455368740856269,77.21,138.85
OGLE-2015-BLG-1670L b,4.42,17.9,,912.5307146386988,5412.3924897449615,0.55,,0.014262971257932,0.0,-3.3709117781417086e-16,0.916238406257038,-0.17525439943987134,73.95,41.88
HD 233604 b,12.7,2089.644,192.0,912.5307146386988,4791.0,1.5,10.9,-0.36,0.0,-2.0779062408948827,12.955818711637422,0.5190238044519354,59.25,78.97
HD 40307 c,2.46,6.6,9.6184,696.0,4956.0,0.77,0.72,-0.31,-0.542650828159766,-1.8003064780983056,1.090620662304184,-0.16519841771558244,39.94,24.48
HD 13189 b,12.4,3480.2385,471.60001,912.5307146386988,4175.0,2.24,38.41,-0.37,0.0,-2.133426193454198,22.63422541623309,1.0771418329016658,55.72,89.93
MOA-2010-BLG-117L b,14.2,170.0,,912.5307146386988,5412.3924897449615,0.58,,0.014262971257932,0.0,-3.3709117781417086e-16,0.8430866891489784,-0.17947278924060955,78.76,46.13
WASP-185 b,14.011,311.4734,9.38755,1160.0,5900.0,1.12,1.5,-0.02,0.6201864380741072,-0.19022785387815766,1.5866557043760816,-0.1365939058188371,77.44,41.02
YZ Cet d,1.03,1.09,4.65626,356.7,3151.0,0.14,0.16,-0.18,-1.3929755790932856,-1.0785470948272047,1.0274295409557923,-0.1688424166855519,26.28,13.6
HD 192263 b,14.2,177.9848,24.3556,486.0,4976.0,0.66,0.74,0.03,-1.0689349357225104,0.08737190891841955,0.8826859750049594,-0.1771892444357128,76.45,47.33
HD 23079 b,13.2,829.5363,730.59998,912.5307146386988,5974.0,1.12,1.07,-0.13,0.0,-0.8009473320306274,4.7608832644628105,0.04645209356504743,71.02,70.31
HD 96167 b,14.0,227.88411,498.04,912.5307146386988,5733.0,1.27,1.94,0.34,0.0,1.8084904382571982,1.162674030612245,-0.16104336564031038,96.54,60.28
HD 85390 b,6.16,31.46517,799.52,912.5307146386988,5186.0,0.76,0.8,-0.07,0.0,-0.4678276166747349,0.8292178803339518,-0.18027255230792447,72.97,62.65
PSR B1257+12 b,0.338,0.02,25.262,912.5307146386988,5412.3924897449615,1.4,,0.014262971257932,0.0,-3.3709117781417086e-16,0.1750638983228878,-0.21799520045508228,37.76,11.57
MOA-2016-BLG-227L b,13.2,890.0,,912.5307146386988,5412.3924897449615,0.29,,0.014262971257932,0.0,-3.3709117781417086e-16,5.1078971533517,0.06646310502826448,79.62,65.1
HD 39194 b,1.83,4.0,5.6368,912.5307146386988,5205.0,0.67,0.78,-0.61,0.0,-3.465905054877769,1.194422049031025,-0.15921257447933743,17.22,21.509761904761902
HD 95089 c,13.1,1096.5135,1785.0,912.5307146386988,4918.0,1.54,5.08,0.05,0.0,0.19841181403705044,6.389566458831071,0.14037224810643456,80.98,71.99
HD 35759 b,13.0,1195.0408,82.467,912.5307146386988,6060.0,1.15,1.76,0.04,0.0,0.142891861477735,7.071247337278106,0.17968227087393035,80.14,60.11
bet UMi b,12.7,1938.7,522.3,912.5307146386988,4126.0,1.4,38.3,-0.27,0.0,-1.578226667861044,12.01996403992808,0.4650565162161691,62.92,79.29
HD 142245 b,13.1,975.7381,1299.0,912.5307146386988,4922.0,3.5,4.63,0.17,0.0,0.8646512447488358,5.685788124235185,0.0997879465205363,87.03,71.49
HD 457 b,11.9,8445.33643,20324.58153,912.5307146386988,6114.04,1.15,1.28,0.34,0.0,1.8084904382571982,59.63799470376385,3.2110127674800593,91.34,133.75
HD 158038 b,13.5,486.2799,521.0,912.5307146386988,4860.0,1.3,4.5,0.19,0.0,0.9756911498674666,2.6682024691358026,-0.07422509177248657,87.98,68.14
GJ 251 b,1.83,4.0,14.238,351.0,3451.0,0.36,0.36,-0.03,-1.4072604334414174,-0.2457478064374731,1.194422049031025,-0.15921257447933743,43.91,20.76
Kepler-235 e,2.22,5.56,46.183669,306.0,4255.0,0.58,0.55,-0.51,-1.5200355993477197,-2.9107055292846145,1.128155182209236,-0.16303394034987434,22.12,25.79
Kepler-296 b,1.61,3.22,10.864384,495.0,3740.0,0.5,0.48,-0.08,-1.04637990254125,-0.5233475692340503,1.2422360248447204,-0.15645531879376973,40.78,18.45
Kepler-138 e,0.797,0.43,38.23,292.0,3841.0,0.54,0.54,-0.18,-1.5551212065185693,-1.0785470948272047,0.6769425496175274,-0.18905370916100714,26.32,13.07
HD 113996 b,12.7,2002.329,610.2,912.5307146386988,4181.0,1.49,25.11,0.13,0.0,0.642571434511574,12.414464628929258,0.4878059105819841,84.95,79.99
GJ 433 c,6.27,32.422,5094.105,912.5307146386988,3472.0,0.48,0.47,-0.17,0.0,-1.0230271422678892,0.8247165688616206,-0.18053212634330604,67.56,61.03
CoRoT-31 b,16.365,266.9772,4.62941,912.5307146386988,5700.0,1.25,2.15,0.0,0.0,-0.07918794875952677,0.996878328170687,-0.17060419247849046,77.49,45.02
HD 40307 g,2.56,7.1,197.8,255.0,4956.0,0.77,0.72,-0.31,-1.647847454041529,-1.8003064780983056,1.0833740234375,-0.16561630465922994,35.96,43.1
HD 70573 b,12.8,1900.0,851.8,912.5307146386988,5737.0,1.0,0.98,-0.18,0.0,-1.0785470948272047,11.596679687499998,0.4406472683449668,67.88,79.18
HD 154857 c,13.2,819.97,3452.0,912.5307146386988,5605.0,1.72,1.76,-0.2,0.0,-1.1895869999458355,4.705980257116622,0.04328603956966554,66.55,68.0
HD 11112 b,12.6,2598.56506,17244.90764,912.5307146386988,5905.64,1.07,1.47,0.187,0.0,0.959035164099672,16.367882716049383,0.7157849546299339,88.01,82.83
HD 149806 b,12.3,4003.68444,16521.52778,912.5307146386988,5352.05,0.93,0.89,0.221,0.0,1.1478030028013446,26.46364227642276,1.2979701834096435,89.8,96.05
HD 98649 b,12.6,2665.30902,5697.3043,912.5307146386988,5759.0,1.02,1.01,0.02,0.0,0.031851956359104115,16.78829062736206,0.7400283287480194,78.67,84.14
HD 224538 b,12.7,2075.73733,1202.05199,912.5307146386988,6097.0,1.23,1.54,0.27,0.0,1.41985077034199,12.86959718519437,0.5140517269378264,93.08,78.96
HD 55696 b,12.9,1357.1273,1827.0,912.5307146386988,6012.0,1.29,1.52,0.37,0.0,1.9750502959351444,8.155322997416022,0.24219691699220272,97.86,74.12
HD 72659 b,13.2,949.67128,3549.39854,912.5307146386988,5932.0,1.09,1.46,0.014,0.0,-0.0014600151764851482,5.450363177226814,0.08621185788501706,78.86,70.21
HD 27631 b,13.5,495.81231,2198.14,912.5307146386988,5737.0,0.94,0.92,-0.12,0.0,-0.745427379471312,2.720506502057613,-0.07120891104922461,71.31,67.98
HD 97037 b,12.1,6707.76853,6449.08337,912.5307146386988,5874.1,1.06,1.26,-0.077,0.0,-0.5066915834662556,45.81496161464381,2.4138894174939765,73.9,117.63
HD 89307 b,13.4,642.01338,2166.0,912.5307146386988,5955.0,1.27,1.1,-0.13,0.0,-0.8009473320306274,3.575481064825128,-0.021905680475137024,71.27,68.12
Kepler-1092 b,2.07,4.94,58.6017925,508.0,5862.0,0.99,1.0,-0.09,-1.013800410168318,-0.5788675217933658,1.1528857149525078,-0.16160782171294702,45.46,24.97
Kepler-114 d,2.53,3.9,11.776,446.0,4660.0,0.56,0.54,0.229,-1.1691795276392236,1.1922189648487969,0.6092893186895594,-0.19295502153774813,66.98,19.96
HD 213472 b,13.1,1112.39942,17000.0,912.5307146386988,5729.54,1.05,1.43,0.125,0.0,0.6148114582319162,6.482136355690228,0.14571041273474009,84.89,71.84
HD 86065 b,12.5,2877.30057,25775.78859,912.5307146386988,4927.56,0.81,0.78,-0.02,0.0,-0.19022785387815766,18.414723648,0.8338187240672156,75.23,85.4
HD 86264 b,12.5,3117.26102,1488.79123,912.5307146386988,6210.0,1.26,1.88,0.202,0.0,1.0423150929386453,19.950470528,0.9223795840336012,88.6,87.84
HD 8673 b,12.3,4210.59074,1644.69097,912.5307146386988,6389.05,1.28,1.5,0.147,0.0,0.7369553538624102,27.83125613061008,1.3768354317172111,85.73,97.52
HD 45652 b,14.3,137.62039,44.073,912.5307146386988,5294.0,0.92,0.94,0.26,0.0,1.3643308177826747,0.6729932515037409,-0.1892814506213841,92.13,46.51
Kepler-1135 b,1.85,4.08,76.957857,451.0,5656.0,0.96,0.94,0.02,-1.1566489536496343,0.031851956359104115,1.1921110299488678,-0.1593458424286199,47.77,23.36
Kepler-1086 b,2.44,6.53,18.78425728,433.0,4350.0,0.7,0.66,0.06,-1.2017590200121553,0.25393176659636585,1.096815372211771,-0.16484119163633545,56.87,26.57
Kepler-1679 b,2.069,4.93,9.75376,813.0,5501.0,0.96,0.87,-0.04,-0.24943539680337984,-0.30126775899678854,1.151664388644916,-0.1616782510978336,51.05,21.0
Kepler-1295 b,1.55,3.02,3.81371974,1029.0,5486.0,0.92,0.89,0.04,0.2918853995468715,0.142891861477735,1.2570239334027054,-0.15560255463318137,49.84,17.03
CoRoT-23 b,11.77,889.9,3.6313,1660.0,5900.0,1.14,1.61,0.05,1.8732438370330224,0.19841181403705044,6.423744828845711,0.1423431886827526,81.77,46.76
Kepler-1885 b,1.511,2.89,2.52255988,1205.0,5591.0,0.98,0.86,0.07,0.7329616039804097,0.3094517191556813,1.2658111418536295,-0.1550958287219962,51.87,16.35
Kepler-1387 b,0.93,0.749,2.27952666,1123.0,5046.0,0.82,0.77,0.02,0.5274601905511476,0.031851956359104115,0.8659960689097004,-0.17815168978123375,42.14,11.99
Kepler-1987 b,1.23,2.04,2.345863,997.0,4769.0,0.8,0.71,0.12,0.21168972601350095,0.5870514819522584,1.3484037279397183,-0.15033301881765068,50.96,15.03
Kepler-316 b,1.06,1.2,2.240508,837.0,4204.0,0.59,0.52,-0.23,-0.1892886416533519,-1.3561468576237818,1.0679957280170878,-0.16650311425330108,29.1,13.22
Kepler-763 d,1.67,3.43,6.50327035,804.0,4999.0,0.8,0.84,0.18,-0.2719904299846403,0.9201711973081512,1.2298755781849475,-0.1571681001772215,58.26,17.96
Kepler-926 b,2.31,5.95,52.0688601,524.0,5806.0,1.01,1.01,0.03,-0.9737025734016328,0.08737190891841955,1.1150465695920242,-0.1637898657054554,54.92,25.76
Kepler-937 b,3.72,13.4,67.668827,495.0,6095.0,1.15,1.22,0.08,-1.04637990254125,0.3649716717149967,0.9683200369984968,-0.17225104383030934,70.01,38.77
Kepler-1106 b,1.65,3.36,1.25275217,2199.0,6104.0,1.11,1.17,0.0,3.224039713110733,-0.07918794875952677,1.234159779614325,-0.15692104607748933,49.7,17.08
HD 96992 b,13.7,362.3262,514.0,912.5307146386988,4725.0,0.96,7.43,-0.45,0.0,-2.5775858139287218,1.9304502104534076,-0.11676854429186025,51.01,64.03
HIP 107772 b,3.64,12.9,55.199,912.5307146386988,4006.0,0.63,0.51,0.014262971257932,0.0,-3.3709117781417086e-16,0.973614297790122,-0.17194574333144547,70.48,34.96
HD 9446 c,13.4,578.426,192.9,912.5307146386988,5793.0,1.0,1.0,0.09,0.0,0.42049162427431214,3.221352194252617,-0.04232698669770048,82.95,65.72
Kepler-1208 b,2.32,5.99,11.08507637,665.0,5001.0,0.8,0.76,-0.03,-0.6203403868952186,-0.2457478064374731,1.1128864447086804,-0.16391443214266913,53.83,23.18
HD 164595 b,4.16,16.14,40.0,912.5307146386988,5790.0,0.99,1.02,-0.04,0.0,-0.30126775899678854,0.9326460798816568,-0.1743082294002851,70.61,39.79
HD 220074 b,12.2,5288.6912,672.09998,912.5307146386988,3787.0,2.2,54.92,-0.25,0.0,-1.4671867627424129,35.53272776135448,1.820950903809491,63.85,105.01
