pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,Habitability Score,Terraformability Score
OGLE-2016-BLG-1227L b,13.9,250.0,,912.5307146386988,5412.3924897449615,0.1,,0.014262971257932,0.0,-3.3709117781417086e-16,1.2939288856684437,-0.1534743821118918,79.07,46.11
Kepler-24 e,2.78,8.15,18.998355,792.0,5897.0,1.05,1.29,-0.071,-0.3020638075596543,-0.47337961193066636,1.0545520418197818,-0.16727836206676344,57.78,27.81
Kepler-1065 b,3.73,13.4,3.60930891,1092.0,5635.0,0.94,0.93,-0.01,0.4497706318156948,-0.1347079013188422,0.9631349323289896,-0.17255004969809093,69.9,34.41
HD 132406 b,12.8,1887.90074,908.0,912.5307146386988,5766.0,0.97,1.34,0.129,0.0,0.6370194392556424,11.52283166503906,0.436388725181944,85.01,77.37
TOI-1260 c,2.76,13.2,7.493134,651.0,4227.0,0.68,0.67,-0.1,-0.6554259940660683,-0.6343874743526812,1.7328292375551355,-0.12816461713119737,55.0,35.32
HD 149143 b,13.6,422.7139,4.07182,912.5307146386988,5856.0,1.2,1.44,0.29,0.0,1.5308906754606209,2.285434147923876,-0.09629792951409276,93.82,49.13
HD 99492 b,5.44,25.5,17.0503,912.5307146386988,4929.0,0.85,0.82,0.3,0.0,1.5864106280199364,0.8616727941176469,-0.17840099709772023,92.95,41.55
nu Oph c,12.0,7838.32346,3180.6,912.5307146386988,4887.0,2.61,12.24,0.1,0.0,0.47601157683362766,54.43280180555556,2.9108484856185526,82.8,127.07
75 Cet b,13.3,787.89662,696.62,912.5307146386988,4809.0,1.92,10.38,0.1,0.0,0.47601157683362766,4.454161456272259,0.028764577830813938,82.96,68.5
gam Lib b,13.7,357.87479,414.88,912.5307146386988,4879.0,1.78,12.38,-0.27,0.0,-1.578226667861044,1.9067333901646333,-0.11813620586929549,62.91,63.91
HD 113337 b,13.1,1035.80278,317.58639,912.5307146386988,6667.33,1.4,1.53,0.07,0.0,0.3094517191556813,6.035795000291359,0.11997155251795358,81.68,72.25
HD 28109 c,4.23,7.943,56.00819,585.2,6120.0,1.26,1.45,0.0,-0.8203283477690614,-0.07918794875952677,0.4439190964013658,-0.20249131250431338,70.52,29.24
K2-350 b,1.54,2.99,4.163873,1158.0,5789.0,0.98,1.04,-0.02,0.6151742084782716,-0.19022785387815766,1.260752234778209,-0.15538755723984238,46.91,16.93
K2-342 b,2.03,4.78,11.561052,861.0,5920.0,1.01,1.09,-0.06,-0.12914188650332398,-0.4123076641154194,1.159940789633333,-0.16120098156956286,49.03,20.65
EPIC 212587672 b,1.26,2.13,15.28078,756.0,6004.0,0.99,0.98,-0.18,-0.39228394028469615,-1.0785470948272047,1.341647770219199,-0.15072260998883752,33.2,15.8
K2-332 b,2.2,5.48,17.70632,266.0,3315.0,0.27,0.28,0.09,-1.620280191264433,0.42049162427431214,1.1322314049586777,-0.16279887961375544,52.85,25.84
K2-340 b,3.36,11.2,29.740451,606.0,5532.0,0.93,1.13,0.08,-0.7682011599723707,0.3649716717149967,0.9920634920634922,-0.17088184632353712,70.39,34.22
GJ 486 b,1.289,2.77,1.46712127,696.3,3317.0,0.31,0.32,-0.15,-0.5418989937203907,-0.9119872371492583,1.6671471501112536,-0.13195226093120793,35.36,16.71
TOI-6002 b,1.65,3.36,10.904821,321.4,3229.0,0.21,0.24,-0.18,-1.4814414314597852,-1.0785470948272047,1.234159779614325,-0.15692104607748933,33.81,22.92
HIP 12961 b,13.2,114.4188,57.435,912.5307146386988,3901.0,0.69,0.65,-0.14,0.0,-0.8564672845899429,0.6566735537190084,-0.19022254741866845,69.76,50.65
HD 11755 b,12.8,1789.3829,433.70001,912.5307146386988,4312.0,0.72,20.58,-0.74,0.0,-4.187664438148869,10.921526489257811,0.4017136728260336,40.18,76.4
HD 29985 b,12.8,1739.47487,20608.14049,912.5307146386988,4678.0,0.75,0.57,-0.22,0.0,-1.3006269050644663,10.616912048339842,0.38414768119212894,65.66,76.35
HD 115954 b,12.6,2685.65004,3700.0,144.9,5957.0,1.18,1.21,0.34,-1.9237706932922822,1.8084904382571982,16.916414965986394,0.7474167869366471,90.18,83.88
HIP 97233 b,12.1,6098.17365,1062.26506,912.5307146386988,5020.0,1.81,5.34,0.29,0.0,1.5308906754606209,41.65134656102725,2.1737890894260654,92.55,112.94
HD 95872 b,13.0,1188.6842,4375.0,912.5307146386988,5312.0,0.7,0.84,0.41,0.0,2.197130106172406,7.033634319526627,0.1775132668268559,97.79,71.28
OGLE-2015-BLG-0966L b,4.86,21.0,,912.5307146386988,5412.3924897449615,0.38,,0.014262971257932,0.0,-3.3709117781417086e-16,0.88909210994259,-0.1768198262545492,75.98,45.91
Teegarden's Star c,1.02,1.05,11.416,209.0,3034.0,0.1,0.12,-0.11,-1.7631287347457494,-0.6899074269119966,1.0092272202998849,-0.16989207740221315,27.21,13.38
TOI-1470 b,2.18,7.32,2.527093,734.0,3709.0,0.47,0.47,0.0,-0.4474184658388884,-0.07918794875952677,1.540274387677805,-0.13926854533571678,54.7,25.71
HR 810 b,12.7,1970.53612,302.79999,912.5307146386988,6167.0,1.34,1.13,0.16,0.0,0.8091312921895204,12.21734837869676,0.47643894323776964,85.99,78.77
HD 97658 b,2.12,8.3,9.4897116,751.0,5212.0,0.85,0.73,-0.23,-0.4048145142742853,-1.3561468576237818,1.846742613029548,-0.12159565278878717,41.28,28.14
LTT 3780 b,1.325,2.46,0.76837931,903.0,3358.0,0.38,0.38,0.06,-0.023885064990775105,0.25393176659636585,1.4012103951584194,-0.14728785302779937,47.99,15.92
HIP 41378 c,2.56,7.08,31.70648,696.502287375,6226.0,1.14,1.35,-0.11,-0.5413920383364711,-0.6899074269119966,1.080322265625,-0.16579228827984072,52.19,25.7
HD 86728 b,3.03,9.43,31.1515,912.5307146386988,5610.0,0.97,1.24,0.2,0.0,1.0312111024267823,1.0271324162119182,-0.16885955077397327,75.48,30.22
HD 106315 c,4.35,15.2,21.05704,886.0,6327.0,1.07,1.29,-0.311,-0.06648901655537821,-1.805858473354237,0.8032765226582113,-0.1817684947541557,55.27,39.43
K2-174 b,2.6,7.27,19.562307,455.0,4455.0,0.67,0.68,0.113,-1.146624494457963,0.5481875151607377,1.0754437869822484,-0.16607361215525027,61.53,27.13
TOI-2068 b,1.821,3.97,7.768915,520.62,3710.0,0.56,0.54,0.27,-0.982173241418595,1.41985077034199,1.1972107703131536,-0.1590517592055653,62.41,20.1
TOI-2180 b,11.321,875.61726,260.79,348.0,5695.0,1.11,1.64,0.253,-1.4147787778351708,1.325466850991154,6.831950843756216,0.165882924426136,86.18,67.19
TOI-1899 b,11.097,212.94503,29.090312,378.0,3926.0,0.63,0.61,0.28,-1.339595333897636,1.4753707229013056,1.7292442342569874,-0.1283713510527837,88.49,45.58
HD 22946 d,2.607,26.57,47.42489,546.0,6169.0,1.1,1.12,-0.08,-0.9185680478474405,-0.5233475692340503,3.909394449954674,-0.0026501267595667216,54.27,46.33
Qatar-3 b,12.285,1369.8473,2.5079204,1681.0,6007.0,1.15,1.27,-0.041,1.9258722477892969,-0.30681975425272007,9.07657156904206,0.29532192529175155,74.44,49.62
WASP-159 b,15.468,174.8065,3.840401,1850.0,6120.0,1.41,2.11,0.22,2.34940564863741,1.142251007545413,0.7306161208782662,-0.18595855221149857,90.9,40.02
WASP-7 b,14.908,305.1168,4.9546416,1487.0,6400.0,1.28,1.43,0.0,1.4396859769932377,-0.07918794875952677,1.3728634812972207,-0.14892251502948337,78.86,40.99
HD 219134 g,3.28,10.80622,94.2,912.5307146386988,4913.0,0.79,0.77,0.08,0.0,0.3649716717149967,1.0044448988697203,-0.1701678562457235,70.96,38.24
tau Cet e,1.81,3.93,162.87,912.5307146386988,5310.0,0.78,0.83,-0.52,0.0,-2.9662254818439298,1.199597081896157,-0.1589141494153774,21.88,39.22850000000001
Kepler-1465 b,1.77,3.78,31.8277111,668.0,4726.0,0.75,0.71,-0.06,-0.6128220425014652,-0.4123076641154194,1.2065498419994254,-0.15851320937642682,45.11,20.03
K2-150 b,2.0,4.66,10.59357,912.5307146386988,3499.0,0.46,0.44,0.09,0.0,0.42049162427431214,1.165,-0.1609092355620288,57.81,20.12
NSVS 14256825 b,12.3,4497.2945,3225.0,912.5307146386988,40000.0,0.42,0.19,0.014262971257932,0.0,-3.3709117781417086e-16,29.726317007072502,1.4861166049976442,79.88,98.93
Kepler-1665 b,2.839,8.44,11.9548,906.0,5049.84,0.84,0.78,-0.013,-0.016366720597021614,-0.15136388708663684,1.0471566656794775,-0.1677048261405568,62.03,28.05
KOI-4978 b,0.7,0.271,0.941967,912.5307146386988,5050.28,0.86,0.97,0.18,0.0,0.9201711973081512,0.553061224489796,-0.1961974884061177,48.9,11.16
Kepler-1332 b,1.37,2.45,11.87456832,728.0,5581.0,0.95,0.9,0.0,-0.4624551546263954,-0.07918794875952677,1.3053439181629285,-0.15281611927742272,44.22,16.59
Kepler-1484 b,2.11,5.1,30.4549136,624.0,5730.0,0.94,0.92,-0.17,-0.7230910936098497,-1.0230271422678892,1.1455268300352643,-0.16203218147245682,42.93,22.63
Kepler-1486 b,2.32,5.99,54.6495759,538.0,5965.0,1.08,1.12,0.06,-0.9386169662307832,0.25393176659636585,1.1128864447086804,-0.16391443214266913,56.81,26.36
Kepler-1471 c,1.88,4.19,11.6044881,841.0,5533.0,0.93,1.17,0.16,-0.17926418246168058,0.8091312921895204,1.1854911724762338,-0.1597275852003398,59.89,19.79
Kepler-1537 b,1.18,1.76,1.4444538,1800.0,5079.0,0.81,0.77,-0.08,2.2240999087415187,-0.5233475692340503,1.2640045963803506,-0.1552000055383489,40.0,14.35
Kepler-148 b,1.8,3.89,1.729366,1284.0,5272.0,0.86,0.85,0.14,0.9309446730159182,0.6980913870708896,1.2006172839506173,-0.1588553181245839,59.06,18.19
Kepler-148 c,3.6,12.6,4.180043,957.0,5272.0,0.86,0.85,0.14,0.11144513409678773,0.6980913870708896,0.972222222222222,-0.17202601919658767,76.93,33.39
Kepler-1480 b,1.67,3.43,22.12679948,721.0,5156.0,0.85,0.81,0.07,-0.47999795821182023,0.3094517191556813,1.2298755781849475,-0.1571681001772215,51.82,19.09
Kepler-1481 b,1.23,2.04,5.94220998,797.0,4908.0,0.8,0.75,0.04,-0.2895332335700651,0.142891861477735,1.3484037279397183,-0.15033301881765068,45.15,15.23
42 Dra b,13.0,1233.13,479.1,912.5307146386988,4200.0,0.98,22.03,-0.46,0.0,-2.633105766488037,7.296627218934912,0.1926790976287722,51.67,73.56
61 Vir c,4.46,18.2,38.021,912.5307146386988,5577.0,0.94,0.96,-0.01,0.0,-0.1347079013188422,0.9149590782038648,-0.17532817357156166,73.18,41.52
LTT 1445 A b,1.18,2.73,5.35876,555.0,3340.0,0.26,0.27,-0.34,-0.89601301466618,-1.966866335776252,1.9606434932490664,-0.1150274090016542,21.77,17.45
TOI-5301 b,13.092,1182.32167,5.858858,1648.0,6418.0,1.32,2.18,0.03,1.8431704594580085,0.08737190891841955,6.898007405627559,0.16969216278561675,81.02,47.05
TOI-669 b,2.586,10.0,3.945152,1124.84560586,5597.0,0.92,0.99,0.001,0.5320854907080174,-0.07363595350359521,1.4953503575980849,-0.14185914850660897,60.75,30.41
70 Vir b,12.6,2380.45,116.688,912.5307146386988,5495.0,1.09,1.89,-0.09,0.0,-0.5788675217933658,14.994016124968503,0.6365591340407953,73.99,81.49
HIP 19976 b,4.94,21.61233,50.65905,912.5307146386988,4316.0,0.67,0.77,0.014262971257932,0.0,-3.3709117781417086e-16,0.8856205641790554,-0.17702001749845475,76.0,43.8
K2-151 b,1.49,2.83,3.835476,566.0,3695.0,0.47,0.45,-0.19,-0.8684457518890839,-1.13406704738652,1.2747173550740958,-0.15458224024454575,34.4,16.55
EPIC 220492298 b,0.99,0.937,0.762406,912.5307146386988,5620.0,0.95,0.89,0.28,0.0,1.4753707229013056,0.956024895418835,-0.1729600593105839,56.77,12.38
K2-290 b,3.06,10.9,9.21165,1230.0,6302.0,1.19,1.51,-0.06,0.7956144739283554,-0.4123076641154194,1.164082190610449,-0.16096216224537901,62.88,31.17
K2-138 g,3.013,4.32,41.96797,445.0,5356.3,0.94,0.86,0.14,-1.1716856424371414,0.6980913870708896,0.4758668846107624,-0.20064900135610636,67.19,22.09
K2-140 b,13.563,295.58042,6.569188,962.0,5585.0,0.96,1.06,0.1,0.12397570808637688,0.47601157683362766,1.606808566285589,-0.13543176458011305,84.1,40.98
K2-141 c,7.0,8.0,7.7485,695.0,4570.0,0.71,0.68,0.0,-0.5451569429576838,-0.07918794875952677,0.1632653061224489,-0.21867558176353302,74.42,26.38
K2-141 b,1.51,4.97,0.2803244,2103.0,4570.0,0.71,0.68,0.0,2.983452692510621,-0.07918794875952677,2.179728959256173,-0.10239355798857208,48.32,20.73
TOI-3364 b,12.229,530.77344,5.8768918,1264.0,5706.0,1.19,1.42,0.387,0.8808223770575616,2.069434215285981,3.549174009777877,-0.023422711340384546,99.74,43.06
KMT-2016-BLG-2605L b,14.0,245.0457,,912.5307146386988,5412.3924897449615,0.06,,0.014262971257932,0.0,-3.3709117781417086e-16,1.250233163265306,-0.15599415330808936,79.24,46.74
24 Sex b,13.4,632.46,452.8,912.5307146386988,5098.0,1.54,4.9,-0.03,0.0,-0.2457478064374731,3.522276676319893,-0.02497378138510551,76.06,68.6
24 Sex c,13.9,273.32,883.0,912.5307146386988,5098.0,1.54,4.9,-0.03,0.0,-0.2457478064374731,1.414626572123596,-0.1465141915703219,76.18,63.85
DENIS-P J082303.1-491201 b,11.9,9057.77,246.36,912.5307146386988,5412.3924897449615,0.07,,0.014262971257932,0.0,-3.3709117781417086e-16,63.962785114045616,3.460407484081359,78.38,138.17
HIP 63242 b,12.5,2917.56,124.6,912.5307146386988,4830.0,1.54,10.28,-0.31,0.0,-1.8003064780983056,18.672384,0.8486770465222556,61.48,78.98
GJ 504 b,13.0,1271.3,,510.0,6234.0,1.22,1.26,0.28,-1.0087881805724823,1.4753707229013056,7.522485207100591,0.20570349502310734,92.47,62.88
2MASS J01225093-2439505 b,11.209,7786.5,,1600.0,3530.0,0.4,0.37,0.014262971257932,1.7228769491579525,-3.3709117781417086e-16,61.97386041022486,3.345713529971711,78.9,134.84
RR Cae b,13.0,1334.886,4343.5,912.5307146386988,3904.0,0.44,0.19,0.014262971257932,0.0,-3.3709117781417086e-16,7.898733727810651,0.22740035990956786,79.18,73.19
HAT-P-44 b,13.922,111.871,4.301219,1108.0,5295.0,0.94,0.95,0.33,0.4898684685823801,1.7529704856978827,0.5771839704292933,-0.1948064185931336,96.7,40.22
K2-288 B b,1.9,4.27,31.393463,226.36,3341.0,0.33,0.32,-0.21,-1.7196225818538957,-1.245106952505151,1.182825484764543,-0.15988130558175392,32.02,23.08
K2-243 c,2.01,4.7,24.94598,801.0,6570.0,1.29,1.39,-0.03,-0.2795087743783938,-0.2457478064374731,1.1633375411499718,-0.16100510343409458,51.07,21.41
EPIC 206024342 c,1.4,2.54,0.911724,912.5307146386988,5724.0,0.93,1.1,-0.22,0.0,-1.3006269050644663,1.295918367346939,-0.15335965603910634,32.9,16.01
HATS-43 b,13.227,82.95363,4.3888497,1003.0,5099.0,0.84,0.81,0.05,0.22672641480100791,0.19841181403705044,0.4741466518231821,-0.20074820083812678,81.35,40.02
HATS-45 b,14.415,222.481,4.1876244,1518.0,6450.0,1.27,1.32,0.02,1.5173755357286904,0.031851956359104115,1.0706897238335074,-0.16634776144786484,79.87,40.98
TOI-4602.01,2.55,7.04,3.9812091,1380.26675,6011.9,1.11,1.16,0.014262971257932,1.1722001997383744,-3.3709117781417086e-16,1.0826605151864668,-0.16565745004922064,60.99,24.98
WASP-107 c,13.2,115.0,1088.0,912.5307146386988,4425.0,0.68,0.66,0.02,0.0,0.031851956359104115,0.6600091827364556,-0.19003019399235777,78.68,58.43
Kepler-1972 c,0.868,2.11,11.3295,1215.0,5818.0,1.12,1.38,0.23,0.7580227519595879,1.1977709601047284,2.800547898659984,-0.06659321883566367,54.4,14.68
HR 858 b,2.004,3.55,3.585287,1552.0,6354.0,1.2,1.26,0.025,1.6025834388578968,0.05961193263876184,0.88396062167083,-0.17711574026236698,54.92,17.81
WASP-127 b,14.695,52.3466,4.17806203,1400.0,5620.0,0.95,1.33,-0.193,1.2216539895743865,-1.1507230331543148,0.2424093114375887,-0.21411163879664713,67.99,40.28
WASP-136 b,15.468,479.9233,5.215357,1742.0,6250.0,1.41,2.39,-0.18,2.0787452504622843,-1.0785470948272047,2.005873350047604,-0.11241916993153155,68.78,42.18
LHS 1140 c,1.272,1.91,3.77794,422.0,3096.0,0.18,0.22,-0.15,-1.2293262827892515,-0.9119872371492583,1.1804813891855543,-0.16001648093064907,31.22,18.06
TOI-178 e,2.207,3.86,9.961881,600.0,4316.0,0.65,0.65,-0.23,-0.7832378487598777,-1.3561468576237818,0.7924696495415892,-0.18239168727970761,40.61,18.745
TOI-2285 b,1.74,19.5,27.26955,284.0,3491.0,0.45,0.46,-0.05,-1.575170124901912,-0.356787711556104,6.4407451446690445,0.14332353421274943,46.92,45.31
TOI-6029 b,14.392,519.64945,5.7987,1484.0,6223.0,1.55,2.34,0.37,1.4321676325994843,1.9750502959351444,2.5088123060924774,-0.08341653477206426,99.77,42.15
CoRoT-8 b,6.39,69.92,6.21229,870.0,5080.0,0.89,0.8,0.3,-0.1065868533220635,1.5864106280199364,1.712378251424737,-0.12934395009449712,93.6,41.01
K2-261 b,9.27,68.96876,11.6334681,1036.0,5537.0,1.1,1.67,0.372,0.3094282031322963,1.9861542864470074,0.8025885312842929,-0.181808168679929,99.2,40.88
K2-266 c,0.705,0.29013,7.814,664.5,4285.0,0.69,0.7,-0.12,-0.6215934442941776,-0.745427379471312,0.5837332126150597,-0.1944287479446348,30.74,11.28
K2-114 b,10.592,638.8351,11.390931,701.4,5039.0,0.83,0.87,0.42,-0.5291178082510097,2.2526500587317217,5.694201425176385,0.10027311056430675,96.83,49.08
K2-308 b,9.916,70.6,3.38628,1213.76016509,6100.0,1.09,1.24,-0.1,0.754915583344662,-0.6343874743526812,0.7180119376298624,-0.18668538898531156,73.14,39.83
TOI-1410 c,5.63,27.0,47.56,912.5307146386988,4635.0,0.79,0.76,0.328,0.0,1.7418664951860197,0.8518183166177135,-0.17896926847972913,94.47,43.64
TOI-1249 b,3.271,11.9,13.079151,726.887776017,5497.0,1.01,0.98,0.297,-0.4652425156087909,1.5697546422521416,1.1122076377635055,-0.1639535764363016,82.47,33.23
2MASS J19383260+4603591 b,13.4,603.877,406.0,912.5307146386988,29564.0,0.48,0.2,-0.092,0.0,-0.5899715123052288,3.363093116507017,-0.03415331033817028,73.13,64.88
HD 134606 e,1.33,2.34,4.3203,912.5307146386988,5576.0,1.05,1.16,0.343,0.0,1.8251464240249928,1.3228560122109785,-0.15180626138423428,63.55,15.8
TOI-3807 b,18.495,330.54154,2.8989727,1646.0,5772.0,1.18,1.47,0.278,1.8381582298621728,1.4642667323894425,0.9663120045669678,-0.17236683965662195,94.94,40.07
TOI-2525 b,8.676,26.69759,23.2856,512.97214031,5096.0,0.85,0.79,0.14,-1.0013396557601033,0.6980913870708896,0.354676956043295,-0.2076375776852992,82.65,44.13
HATS-11 b,18.03,263.7989,3.619188,1596.0,6563.0,1.33,1.54,0.03,1.7128524899662811,0.08737190891841955,0.8114869252546058,-0.18129503110980374,80.98,40.0
HATS-36 b,12.92,1022.14128,4.175186,1203.0,5950.0,1.1,1.1,0.15,0.727949374384574,0.7536113396302049,6.123305121298968,0.12501793852929702,87.38,49.73
HATS-9 b,13.85,266.02371,1.915291,1746.0,5599.0,1.1,1.56,0.38,2.0887697096539557,2.03057024849446,1.3868222445229317,-0.14811756462298403,99.99,40.97
HD 188641 b,11.9,9333.03117,14583.81038,912.5307146386988,5897.32,1.07,1.94,-0.08,0.0,-0.5233475692340503,65.90658265659205,3.572499121193107,75.66,137.68
WASP-36 b,14.874,750.39663,1.53736596,1733.0,5959.0,1.08,0.99,-0.26,2.056190217281024,-1.5227067153017284,3.3918397122897006,-0.032495600153780696,63.68,42.59
K2-3 b,2.078,5.11,10.0546535,501.3,3951.0,0.53,0.55,-0.157,-1.0305913793143675,-0.9508512039407792,1.1833952280687456,-0.15984845058615707,41.98,21.63
K2-348 c,2.67,7.61,12.550171,655.0,5077.0,0.83,0.85,0.13,-0.645401534874397,0.642571434511574,1.0674858673848702,-0.16653251603600383,66.99,27.32
K2-43 b,4.51,18.5,3.471149,939.3,3840.6,0.56,0.56,0.014262971257932,0.06708690217364202,-3.3709117781417086e-16,0.9095333847916184,-0.17564105330503865,74.98,39.24
K2-77 b,2.5,603.877,8.2000844,806.0,4970.0,0.85,0.78,0.13,-0.26697820038880465,0.642571434511574,96.62032,5.34364710614874,68.29,143.69
Kepler-105 b,2.53,10.8,5.4122034,1418.0,6082.0,0.99,1.03,-0.09,1.2667640559369076,-0.5788675217933658,1.6872627286787798,-0.13079226968534485,54.63,31.81
Kepler-25 c,5.217,15.2,12.7207,934.0,6354.0,1.17,1.34,0.11,0.053804493744677634,0.531531529392943,0.5584726566459771,-0.19588543106669393,81.93,36.91
NGTS-33 b,18.383,1153.71712,2.827972,1991.0,7437.0,1.6,1.48,-0.11,2.702767835143824,-0.6899074269119966,3.4140239447273792,-0.03121631726676288,72.86,42.98
HATS-15 b,12.386,689.6911,1.74748753,1505.0,5311.0,0.87,0.92,0.0,1.4847960433557588,-0.07918794875952677,4.495649768810981,0.031157055839288496,79.0,44.06
GJ 3341 b,2.46,6.6,14.207,912.5307146386988,3526.0,0.47,0.44,-0.09,0.0,-0.5788675217933658,1.090620662304184,-0.16519841771558244,52.98,24.05
GJ 581 e,1.38,2.48,3.1481,912.5307146386988,3500.0,0.3,0.3,-0.08,0.0,-0.5233475692340503,1.3022474270111324,-0.15299468250477005,41.01,16.06
G 264-012 b,1.39,2.5,2.30538,587.0,3326.0,0.3,0.3,0.1,-0.8158173411328095,0.47601157683362766,1.293928885668444,-0.15347438211189177,49.02,16.19
EPIC 212624936 c,2.3,5.9,11.811437,912.5307146386988,5765.0,1.0,0.93,-0.39,0.0,-2.244466098572829,1.11531190926276,-0.16377456454500405,35.48,25.65
K2-104 b,1.79,3.86,1.9741954,798.0,3712.0,0.51,0.48,0.18,-0.28702711877214726,0.9201711973081512,1.2047064698355232,-0.15861950985224044,60.06,18.24
EPIC 201615463 c,1.22,1.98,3.80464,912.5307146386988,5942.5,1.07,1.6,-0.051,0.0,-0.3623397068120355,1.3302875571083042,-0.15137771159158486,40.85,15.02
EPIC 206032309 b,1.01,1.01,2.87814,912.5307146386988,3489.0,0.22,0.37,0.014262971257932,0.0,-3.3709117781417086e-16,0.99009900990099,-0.1709951307664134,42.01,13.0
EPIC 212424622 b,2.17,5.35,18.0983,912.5307146386988,5782.33,1.11,1.22,0.014262971257932,0.0,-3.3709117781417086e-16,1.136146446091444,-0.16257311362716162,56.09,22.47
TOI-1244 b,2.467,6.6,6.40031648,714.862406468,4722.0,0.75,0.72,0.034,-0.4953794721859701,0.10957988994214575,1.0844402702622324,-0.16555481813631104,58.98,24.12
TOI-1301.01,2.477,6.7,6.09640721,737.36429143,4820.4,0.77,0.73,0.014262971257932,-0.4389871653016573,-3.3709117781417086e-16,1.0920003800813265,-0.16511885447866761,58.04,24.04
TOI-1772.01,2.905,8.78,8.05424687,877.672549264,5583.0,0.99,1.0,0.128,-0.08735856407379941,0.6314674439997109,1.0404045491037175,-0.16809419580708845,70.7,28.06
GJ 3293 d,2.67,7.6,48.1345,912.5307146386988,3466.0,0.42,0.4,0.02,0.0,0.031851956359104115,1.0660831264290422,-0.16661340693474244,62.02,29.11
BD-08 2823 b,3.61,12.7132,5.6,912.5307146386988,4816.0,0.5,0.71,-0.06,0.0,-0.4123076641154194,0.9755296537012454,-0.17183529181834795,65.98,33.87
BD-10 3166 b,14.1,187.5197,3.48777,912.5307146386988,5393.0,1.47,0.91,0.38,0.0,2.03057024849446,0.9432106030883758,-0.17369901230044515,98.67,46.11
GJ 720 A b,3.77,13.64,19.466,401.0,3837.0,0.57,0.56,-0.14,-1.281954693545526,-0.8564672845899429,0.9596915478192348,-0.17274861698632715,59.14,39.84
BD-13 2130 b,12.5,3108.3774,714.29999,912.5307146386988,4545.0,2.12,19.17,-0.08,0.0,-0.5233475692340503,19.89361536,0.9191009561313173,73.03,85.37
HD 215152 d,1.48,2.801,10.86499,912.5307146386988,4935.0,0.77,0.73,-0.1,0.0,-0.6343874743526812,1.2787618699780865,-0.1543490079829609,41.11,17.01
AB Pic b,12.3,4290.5,,912.5307146386988,5285.0,0.9,1.0,0.04,0.0,0.142891861477735,28.359442131006677,1.4072939708335845,81.09,97.89
CoRoT-7 d,4.31,17.142,8.966,912.5307146386988,5250.0,0.92,0.84,0.02,0.0,0.031851956359104115,0.9227986498780693,-0.1748760943791653,74.03,38.77
HD 113337 c,12.1,6299.67686,5429.93477,912.5307146386988,6667.33,1.4,1.53,0.07,0.0,0.3094517191556813,43.027640598319785,2.253154891887754,81.79,114.98
EPIC 246851721 b,11.781,953.49,6.180235,1401.0,6202.0,1.32,1.59,0.141,1.2241601043723043,0.7036433823268209,6.869922386931329,0.16807260331243706,87.43,50.73
K2-128 b,1.42,2.6,5.675819,912.5307146386988,4469.51,0.71,0.78,-0.26,0.0,-1.5227067153017284,1.289426701051379,-0.15373400649831065,31.08,16.09
K2-123 b,2.76,8.05,30.951524,338.0,4035.0,0.62,0.59,0.03,-1.4398399258143493,0.08737190891841955,1.0567632850241548,-0.16715084782445933,57.71,31.61
K2-132 b,14.572,155.7367,9.1751,1586.0,4840.0,1.08,3.85,-0.01,1.687791341987103,-0.1347079013188422,0.7334198210007062,-0.18579687316323565,78.69,40.02
K2-113 b,12.14,410.0007,5.817685,1098.0,5660.0,1.04,1.24,0.27,0.4648073206032018,1.41985077034199,2.7819365773824867,-0.06766646511010563,93.25,42.58
KMT-2021-BLG-1105L b,13.6,413.17693,,912.5307146386988,5412.3924897449615,0.63,,0.014262971257932,0.0,-3.3709117781417086e-16,2.233871810121108,-0.09927133941461645,78.42,63.17
OGLE2-TR-L9 b,18.046,1430.175,2.4855335,2034.0,6933.0,1.52,1.53,-0.05,2.810530771454291,-0.356787711556104,4.391645501013707,0.02515951319977433,75.95,44.35
HD 105618 c,11.9,8419.59233,77114.07158,912.5307146386988,5671.0,1.01,1.27,0.014262971257932,0.0,-3.3709117781417086e-16,59.45619892662947,3.2005292753297914,79.69,134.41
TOI-837 b,9.169,120.45697,8.3249113,995.3,5995.0,1.14,1.05,0.01,0.20742933085704052,-0.023667996200211323,1.4328079718654427,-0.14546573728563497,79.02,41.01
PDS 70 b,30.488,953.49,43500.0,1204.0,3972.0,0.76,1.26,-0.11,0.7304554891824918,-0.6899074269119966,1.025789551451725,-0.168936988833285,73.12,56.14
GJ 357 b,1.2,1.84,3.9306,518.0,3505.0,0.34,0.34,-0.12,-0.9887392621891398,-0.745427379471312,1.277777777777778,-0.15440575695160966,32.83,16.53
WASP-124 b,13.899,190.698,3.37265,1400.0,6050.0,1.07,1.02,-0.02,1.2216539895743865,-0.19022785387815766,0.987140632070964,-0.17116572950774545,78.08,40.05
K2-338 b,1.03,1.08,3.850614,783.0,4558.0,0.66,0.63,-0.23,-0.32461884074091474,-1.3561468576237818,1.0180035818644548,-0.1693859769909694,28.49,13.01
K2-187 b,1.2,1.87,0.77401,1815.0,5438.0,0.97,0.83,0.0,2.261691630710286,-0.07918794875952677,1.2986111111111112,-0.15320437543490661,44.63,14.47
